Name,Event,ID,Link
Jaxon Clarke,xd,1269456,https://be.tournamentsoftware.com/player-profile/7AC8E821-DF77-472F-8DD4-DCF74BBAD060
Benjamin Horseman,xd,1260776,https://be.tournamentsoftware.com/player-profile/1547C4C1-C14A-44D5-9812-B29537218B8A
George Clare,xd,1274297,https://be.tournamentsoftware.com/player-profile/46D7AC6B-7D4F-4292-96FB-41AD851E8CF1
Eddie Patchett,xd,1315635,https://be.tournamentsoftware.com/player-profile/6CF15614-6098-4856-BD13-0942DA1DFA0B
Rylee Hoang,xd,1241822,https://be.tournamentsoftware.com/player-profile/3C7415AC-B5FD-44B0-9989-D50DD438E8F6
Toby Pridmore,xd,1284913,https://be.tournamentsoftware.com/player-profile/90367B5B-A0A4-49AC-9488-FC6A546AB163
Jason Goh,xd,1317378,https://be.tournamentsoftware.com/player-profile/2A667627-D969-4D60-ADDF-3EE6EAB0FCA4
Dewi Rice,xd,1284132,https://be.tournamentsoftware.com/player-profile/5CFBFC0B-4693-4FF3-85B4-F24CD1E725B7
Yuzhe Oh,xd,1337501,https://be.tournamentsoftware.com/player-profile/582004F5-F743-40D9-99BF-FE3EE7BCA9C9
William Sewell,xd,1274304,https://be.tournamentsoftware.com/player-profile/85D53C2A-BF4B-40AF-981A-27ABC0BDAC66
Benjamin Richardson,xd,1334725,https://be.tournamentsoftware.com/player-profile/0DDFDB2D-35BF-4C5A-A74A-B19E743734FA
Zach Sturgess,xd,1253203,https://be.tournamentsoftware.com/player-profile/3B7781E5-E9B6-4C1B-9C40-BC82393F4930
Jerome Brackley,xd,1310637,https://be.tournamentsoftware.com/player-profile/987CADED-7B4E-4761-A719-DBB284224196
Sumedh Reddy Chittamuru,xd,1311485,https://be.tournamentsoftware.com/player-profile/88CEC5FC-AF39-473F-854A-4D7340F5C1AE
Weston Wang,xd,1359001,https://be.tournamentsoftware.com/player-profile/62199CFA-8169-4737-ABF9-0B65A14AA9A7
Lucy Brierley,xd,1286589,https://be.tournamentsoftware.com/player-profile/2C187185-4A55-4D81-BE71-56A2E7FE91D5
Lucy Dodd,xd,1309991,https://be.tournamentsoftware.com/player-profile/497DBAC5-3DB3-4986-AFBA-418E5922A65C
Matilda Franklin,xd,1270523,https://be.tournamentsoftware.com/player-profile/6D3A6D3E-7F1C-4855-BBC9-6A1D6CDA17FD
Carly Stevenson,xd,1254091,https://be.tournamentsoftware.com/player-profile/A10F7547-864C-4444-8AC3-E0B814579D19
Tin Wing Raye Wan,xd,1359243,https://be.tournamentsoftware.com/player-profile/23D97747-8E47-4EF2-A4D0-DFA1EDE626D1
Sofie Chong,xd,1293518,https://be.tournamentsoftware.com/player-profile/E565623B-5A1A-49FE-9AD2-921FDC839ACD
Kayleigh Williams,xd,1297947,https://be.tournamentsoftware.com/player-profile/8A91A59A-B1AB-4A6A-BE20-384689862331
Mili Patel,xd,1312773,https://be.tournamentsoftware.com/player-profile/55513E1B-FC74-4DC1-A953-795277B78B03
Mia Fox,xd,1325825,https://be.tournamentsoftware.com/player-profile/6BD6C070-D82F-4368-928F-B8AF3AA5AA70
Anna Stewart,xd,1322371,https://be.tournamentsoftware.com/player-profile/1EEAAA9B-DB45-40BA-8A90-259A8D7C1C3A
Katie Hoult,xd,1274309,https://be.tournamentsoftware.com/player-profile/FB32151F-2651-4711-805F-1E4AD16BF766
Yashica Racharla,xd,1308656,https://be.tournamentsoftware.com/player-profile/AD6F7BEC-9426-470D-A9B5-11FE630DB342
Anushka Ambrose,xd,1322758,https://be.tournamentsoftware.com/player-profile/6E660F5D-BB88-4E4E-96BE-BA837F060C29
Emma Kennedy,xd,1247283,https://be.tournamentsoftware.com/player-profile/F84FD71A-4814-4DA7-8E09-F362C7E30645
Lilly Mae Wood,xd,1336134,https://be.tournamentsoftware.com/player-profile/5DC030FF-FBF1-4A69-B2B7-41652DEA4A57
Rhea Ramakrishnan,xd,1267758,https://be.tournamentsoftware.com/player-profile/FD812CE8-48FB-48A1-BF8B-35D94298CD69
Danann Butler-Roche,xd,1345182,https://be.tournamentsoftware.com/player-profile/B706562B-D46C-4467-8520-136FA61D0346
Aditi Dhelaria,xd,1322369,https://be.tournamentsoftware.com/player-profile/9F7F0361-9BC8-4FC3-8130-49C7D080BE3A
Shraddha Gopalakrishnan,xd,1340031,https://be.tournamentsoftware.com/player-profile/1277D954-F62B-41F8-AFF2-23FA3FC7E143
Laavanya Kirushanthan,xd,1321479,https://be.tournamentsoftware.com/player-profile/7EA865A7-9389-4790-A9E6-7C2FFCB0249F
Ella Darlington,xd,1260522,https://be.tournamentsoftware.com/player-profile/8BB57EE7-DB67-4DCF-BEA5-5D9432F20E22
